Handle,Title,Body (HTML),Vendor,Standardized Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
courtney-black-towel-heels,Courtney Black Towel Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Court Shoes,Mid-Heels,New Arrivals",TRUE,Color,Black,,,,,,,,100,deny,manual,225.00,225.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/kk6SLr3ulo1QgrKk3ppXu/f5e7ab6430098da24bb9bce261ece03f/miista-courtney-black-towel-courts-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,225.00,225.00,225.00,active
taissa-natural-woven-leather-mid-heels,Taissa Natural Woven Leather Mid-Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"New Arrivals,Court Shoes,Mid-Heels",TRUE,Color,Natural,,,,,,,,100,deny,manual,225.00,225.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/3xkKjdAHrk4bRJDqisqATZ/247dac145a14062c17bdbe3db04738f5/miista-taissa-natural-mid-heels-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,225.00,225.00,225.00,active
taissa-gold-woven-leather-mid-heels,Taissa Gold Woven Leather Mid-Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Mid-Heels,New Arrivals ,Court Shoes",TRUE,Color,Gold,,,,,,,,100,deny,manual,225.00,225.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/5HbT6d9SYJWxnIS1nDUCIp/03e503b4693dd650f74b78b65ae2c3f9/miista-taissa-gold-mid-heels-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,225.00,225.00,225.00,active
eivissa-off-white-mix-woven-leather-heels,Eivissa Off White Mix Woven Leather Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Court Shoes,Mid-Heels",TRUE,Color,White,,,,,,,,100,deny,manual,235.00,235.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/5MloCG1cBQgEO2Qo6cTbZA/87530f3904a85dda8a33482a899e5427/miista-eivissa-offwhite-mix-mid-heels-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,235.00,235.00,235.00,active
eivissa-brown-woven-leather-heels,Eivissa Brown Woven Leather Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Court Shoes,Mid-Heels",TRUE,Color,Brown,,,,,,,,100,deny,manual,168.00,168.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/01vARvJU3hsRDhyChlKzFE/b61f8599f3a12a90ae5fc387888c4e39/miista-eivissa-brown-mid-heels-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,168.00,168.00,168.00,active
eivissa-natural-mix-woven-leather-heels,Eivissa Natural Mix Woven Leather Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Court Shoes,MId-Heels",TRUE,Color,Natural,,,,,,,,100,deny,manual,164.50,164.50,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/7eGC7x6Dj10KQ30Aawufl/ae6ffe140ca1d15f987b6f39fa618d56/miista-eivissa-natural-mix-mid-heels-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,164.50,164.50,164.50,active
alicja-black-nappa-leather-heels,Alicja Black Nappa Leather Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"High-Heels,New Arrivals,Court Shoes",TRUE,Color,Black,,,,,,,,100,deny,manual,290.00,290.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/9OuknnPsvXm6I7qSxgLS7/4224059e947ceaecf274755dcd167ed3/miista-alicja-black-nappa-heels-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,290.00,290.00,290.00,active
alicja-black-croc-leather-heels-,Alicja Black Croc Leather Heels ,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"High-Heels,New Arrivals,Court Shoes",TRUE,Color,Black,,,,,,,,100,deny,manual,290.00,290.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/1xkSyzEcTF4trs6LAhYfY0/3f7f1938507e1a23e7ea8dd8233ccaa1/miista-alicja-black-croc-heels-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,290.00,290.00,290.00,active
tina-violetto-nappa-leather-heels,Tina Violetto Nappa Leather Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Court Shoes,Mid-Heels,New Arrivals",TRUE,Color,Purple,,,,,,,,100,deny,manual,157.50,157.50,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/5J1HlROeFbpnDZ7iPNImJV/6693c704e4642798f4c6006c2be3eaa3/miista-tina-viletto-nappa-mid-heels-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,157.50,157.50,157.50,active
shelly-black-woven-leather-boots,Shelly Black Woven Leather Boots,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Mid-Heels,Ankle Boots",TRUE,Color,Black,,,,,,,,100,deny,manual,405.00,405.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/457Ra1CiyCjOTRR1OdB1L3/72d43bf48046afa851d98b2dbb475c8b/miista-shelly-black-boots-1__2_.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,405.00,405.00,405.00,active
shelly-stone-woven-leather-boots,Shelly Stone Woven Leather Boots,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Ankle Boots,Mid-Heels",TRUE,Color,Grey,,,,,,,,100,deny,manual,405.00,405.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/3yYjhRdGmJKRzLfPmswFxX/6ed581b7c74952665de1377a7581ba49/miista-shelly-stone-boots-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,405.00,405.00,405.00,active
yana-camel-leather-boots,Yana Camel Leather Boots,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Boots,Mid-Heels",TRUE,Color,Brown,,,,,,,,100,deny,manual,375.00,375.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/2ePC9tk4SyNI3nuqmq3Yum/3fecc897602d4ca325e9b14efd32f0c5/yana.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,375.00,375.00,375.00,active
yana-goldenrod-leather-boots,Yana Goldenrod Leather Boots,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Boots,Mid-Heels",TRUE,Color,Natural,,,,,,,,100,deny,manual,262.50,262.50,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/5vphN2TZ47OkosFDUcP1Iy/675feac866e220b727ba0b9b43132154/miista-yana-goldenrod-boots-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,262.50,262.50,262.50,active
carlota-clay-croc-leather-boots,Carlota Clay Croc Leather Boots,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Boots,High-Heels,New Arrivals",TRUE,Color,Brown,,,,,,,,100,deny,manual,315.00,315.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/4Xj2TBU2oZUCxKuFSLg5pb/077d25f29dfa3cfd6414ee0112021a88/miista-carlota-clay-croc-boots-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,315.00,315.00,315.00,active
ekatarina-tan-patent-leather-boots,Ekatarina Tan Patent Leather Boots,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Ankle Boots,High-Heels",TRUE,Color,Brown,,,,,,,,100,deny,manual,345.00,345.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/2TYaMAkqgz5GRhBlGvtiCu/0c40ef4bc63c9fec286fc28129cb0418/miista-ekaterina-tan-patent-boots-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,345.00,345.00,345.00,active
carlota-bottle-green-leather-boots,Carlota Bottle Green Leather Boots,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Boots,High-Heels",TRUE,Color,Green,,,,,,,,100,deny,manual,315.00,315.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/3zFY64MnLal1UEKNcaUrzO/895551b8f22a61ec805ad8a55de17ea0/miista-carlota-bottle-green-boots-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,315.00,315.00,315.00,active
marcelle-black-croc-leather-boots,Marcelle Black Croc Leather Boots,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Boots,High-Heels",TRUE,Color,Black,,,,,,,,100,deny,manual,315.00,315.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/2qDSuS0R3SGn9UwEIbMdg2/e4376c09f819c6c205a9c705c7131b5e/miista-marcelle-black-croc-heels-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,315.00,315.00,315.00,active
marcelle-neon-green-snake-leather-boots,Marcelle Neon Green Snake Leather Boots,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Boots,High-Heels",TRUE,Color,Green,,,,,,,,100,deny,manual,315.00,315.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/0Em6Nq19fM2zQU4b8NApe/01945efdd4061bd2fc01e25a60bddcac/miista-marcelle-flu-green-snake-boots-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,315.00,315.00,315.00,active
olga-camel-black-leather-lycra-boots,Olga Camel Black Leather Lycra Boots,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"High-Heels,Ankle Boots",TRUE,Color,Brown,,,,,,,,100,deny,manual,300.00,300.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/2xxApmEDHXL5a3O3kXJaWY/962404138bc1f2bf06b244b5d495eef6/miista-olga-camel-black-boot-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,300.00,300.00,300.00,active
eleri-parchment-nappa-leather-flats,Eleri Parchment Nappa Leather Flats,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Loafers,Flats,New Arrivals",TRUE,Color,Natural,,,,,,,,100,deny,manual,157.50,157.50,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/6jGufG2aCGWidId5Im8ts6/c6c405bd5531ee97994607766f026cd5/miista-eleri-parchment-flats-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,157.50,157.50,157.50,active
carlota-buttermilk-patent-leather-boots,Carlota Buttermilk Patent Leather Boots,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Boots,High-Heels",TRUE,Color,White,,,,,,,,100,deny,manual,315.00,315.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/3UMsjSPBw1qemOznytOO1/dd375422258033ad6fc61accf643f76b/miista-carlota-buttermilk-boots-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,315.00,315.00,315.00,active
alicja-goldenrod-leather-heels,Alicja Goldenrod Leather Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"High-Heels,New Arrivals,Court Shoes",TRUE,Color,Yellow,,,,,,,,100,deny,manual,203.00,203.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/7nlcj224fZFJzJrailOACT/7d874d4792c9a623ad8f39516ff38cab/miista-alicja-goldenrod-heels-7.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,203.00,203.00,203.00,active
phone-consultation,Phone Consultation,,Shoes factory,Apparel & Accessories > Clothing,Shoes,,TRUE,Color,Not set,,,,,,,,100,deny,manual,0.00,0.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/1Vt2nQgW3kHlzH6Ej8aglz/b618fd00480b11c2f8ba04a97ce64cd0/HomePage_Concept_Store_Foreground_15.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,0.00,0.00,0.00,active
coco-olive-leather-sandals,Coco Olive Leather Sandals,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Sandals,High-Heels",TRUE,Color,Green,,,,,,,,100,deny,manual,260.00,260.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/2oQUs41uFFxMNIdmc6yMuG/58445b6a573ea95c65040e4b45b15b3f/miista-coco-olive-sandals-6__1_.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,260.00,260.00,260.00,active
taissa-brunette-woven-leather-mid-heels,Taissa Brunette Woven Leather Mid-Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"New Arrivals,Court Shoes,Mid-Heels",TRUE,Color,Brown,,,,,,,,100,deny,manual,225.00,225.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/6WdFmq9kLulXmhXVcsKv6J/e41dd73690dc636aade057b77e75a6b4/miista-taissa-brunette-mid-heels-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,225.00,225.00,225.00,active
sebrina-black-nappa-sandals,Sebrina Black Nappa Sandals,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Sandals,High-Heels,New Arrivals",TRUE,Color,Black,,,,,,,,100,deny,manual,290.00,290.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/PTKOG9E4u6VJgDXLodQJK/2979e3ec3b40406be4f08bbffa2fb42f/miista-sebrina-black-nappa-heels-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,290.00,290.00,290.00,active
sebrina-fern-nappa-sandals,Sebrina Fern Nappa Sandals,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Sandals,High-Heels,New Arrivals",TRUE,Color,Green,,,,,,,,100,deny,manual,290.00,290.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/4X6kvVTepXI7pTWQ44Jjew/da0ad720063d2025d55cb8f6053d48d4/miista-sebrina-fern-nappa-heels-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,290.00,290.00,290.00,active
sebrina-white-croc-sandals,Sebrina White Croc Sandals,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Sandals,High-Heels,New Arrivals",TRUE,Color,White,,,,,,,,100,deny,manual,290.00,290.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/4tkFjiHWF8XL7ihCF1ML56/371b2a15424a0e3d7f767b3fcb2e3b81/miista-sebrina-white-croc-heels-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,290.00,290.00,290.00,active
sebrina-lozza-croc-sandals,Sebrina Lozza Croc Sandals,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Sandals,High-Heels,New Arrivals",TRUE,Color,Pink,,,,,,,,100,deny,manual,290.00,290.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/2UbJLDuP5VAi1UfiZQWNne/e46fa52101c62828993f1b479fe0975e/miista-sebrina-lozza-croc-sandals-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,290.00,290.00,290.00,active
zelia-sage-almond-sandals,Zelia Sage Almond Sandals,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"E8 Sandals,E8 Mid-Heels,E8 New Arrivals",TRUE,Color,White,,,,,,,,100,deny,manual,140.00,140.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/2iXaXbUS2QfMmQcQ29DWcT/18c4a5ab6b3cee0579013090397d8823/E8-zelia-sage-almond-sandals-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,140.00,140.00,140.00,active
zelia-sage-almond-sandals,Zelia Sage Almond Sandals,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"E8 Sandals,E8 Mid-Heels,E8 New Arrivals",TRUE,Color,Green,,,,,,,,100,deny,manual,140.00,140.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/2iXaXbUS2QfMmQcQ29DWcT/18c4a5ab6b3cee0579013090397d8823/E8-zelia-sage-almond-sandals-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,140.00,140.00,140.00,active
zelia-black-nappa-sandals,Zelia Black Nappa Sandals,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"E8 Mid-Heels,E8 Sandals,New Arrivals",TRUE,Color,Black,,,,,,,,100,deny,manual,140.00,140.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/2bxhdIlgNZcdjcO3xp3j4s/7274dd8abdf03ac87fd2d6ce9f228866/E8-zelia-black-nappa-sandals-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,140.00,140.00,140.00,active
zelia-degrade-leather-sandals,Zelia Degrade Leather Sandals,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"E8 Sandals,E8 Mid-Heels,#New Arrivals",TRUE,Color,Green,,,,,,,,100,deny,manual,140.00,140.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/6exmZcgnfuC8c0j3S7z2ks/f2ff802a0010ef48b465dc58cd760d00/E8-zelia-degrade-sandals-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,140.00,140.00,140.00,active
alma-black-leather-flats,Alma Black Leather Flats,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Flats,Loafers",TRUE,Color,Black,,,,,,,,100,deny,manual,220.00,220.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/3yK00vTYv6XTWpHCfuRIdc/b7495b4e0d4786d565493cb411530332/miista-alma-black-leather-flats-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,220.00,220.00,220.00,active
jeanne-black-nappa-leather-slip-on-boots,Jeanne Black Nappa Leather Slip-On Boots,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Boots,High-Heels",TRUE,Color,Black,,,,,,,,100,deny,manual,345.00,345.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/54b4iFeUGPmBRq2mpyvq2i/b56c1f64e7a8b5c2745892a3ba57820f/miista-jeanne-black-boots-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,345.00,345.00,345.00,active
ekatarina-black-croc-leather-boots,Ekatarina Black Croc Leather Boots,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"High-Heels,Ankle Boots",TRUE,Color,Black,,,,,,,,100,deny,manual,345.00,345.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/5yk1IVWYvzup22xN51juVs/7dae9e48b2be1d34ae340e9bdf7d5a62/miista-ekaterina-black-croc-boots-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,345.00,345.00,345.00,active
carlota-taupe-snake-leather-boots,Carlota Taupe Snake Leather Boots,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Boots,High-Heels,New Arrivals",TRUE,Color,Grey,,,,,,,,100,deny,manual,220.50,220.50,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/wlFB5u8OpKfOJ9v9zb5Xf/9a0bfe7574ec66d608573abdbcf00bdb/miista-carlota-taupe-snake-boots-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,220.50,220.50,220.50,active
ailsa-black-leather-sandals,Ailsa Black Leather Sandals,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"High-Heels,Sandals,New Arrivals",TRUE,Color,Black,,,,,,,,100,deny,manual,290.00,290.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/6IBJm0sZr3mKsxIPUMRDBu/0b60965a669a7cfa6540f9d666ad17ef/miista-ailsa-black-sandals-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,290.00,290.00,290.00,active
enele-yellow-iris-sandals,Enele Yellow Iris Sandals,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"E8 Sandals,E8 Flats,E8 New Arrivals",TRUE,Color,Yellow,,,,,,,,100,deny,manual,84.00,84.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/3w3iiwW27J7ZBomzV1gOD2/68ab2cdb208b22a11c9cd95f0f072097/e8-enele-yellow-iris-mules-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,84.00,84.00,84.00,active
etta-ecru-nubuck-leather-brogues,Etta Ecru Nubuck Leather Brogues,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"E8 Brogues,E8 New Arrivals,E8 Flats",TRUE,Color,Natural,,,,,,,,100,deny,manual,105.00,105.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/7pK06C5MzrtY9DP24jpXYd/7e151d27c2122bec42675a3be400812a/e8-etta-ecru-brogues-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,105.00,105.00,105.00,active
celina-sage-almond-leather-boots,Celina Sage Almond Leather Boots,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"E8 Flats,E8 Ankle Boots,E8 New Arrivals",TRUE,Color,Not set,,,,,,,,100,deny,manual,122.50,122.50,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/48ran46efpIM8apgXwwNpq/e45e408a8a94f4484c6fa90298f17948/e8-celina-sage-almond-boots-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,122.50,122.50,122.50,active
miyana-black-queenlux-sea-foam-mix-leather-heels,Miyana Black Queenlux Sea Foam Mix Leather Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Court Shoes,Micro Heels,New Arrivals",TRUE,Color,Black,,,,,,,,100,deny,manual,168.00,168.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/4AgWAoVzcQr4ffoXwIj3GV/9ec1199778e0ab00e33a80f3b73245c1/miista-miyana-black-queenlux-seafoam-heels-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,168.00,168.00,168.00,active
nevya-goldenrod-parchment-mix-leather-mid-heels,Nevya Goldenrod Parchment Mix Leather Mid-Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Mules,Mid-Heels,New Arrivals",TRUE,Color,Natural,,,,,,,,100,deny,manual,164.50,164.50,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/FNIy8SFoyF3aw44xy0228/60ac0ac9481c10061a69ffde2490f1bf/miista-nevya-goldenrod-parchment-mules-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,164.50,164.50,164.50,active
mille-ecru-nubuck-leather-boots,Mille Ecru Nubuck Leather Boots,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"E8 Boots,E8 High-Heels,E8 New Arrivals",TRUE,Color,White,,,,,,,,100,deny,manual,133.00,133.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/18kJFt56FHFGjqpQSdURZf/88c8cc9e3b77bf4086df857720dc82b5/e8-mille-ecru-nubuck-boots-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,133.00,133.00,133.00,active
iosefa-black-mules,Iosefa Black Mules,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"E8 Sandals,E8 Mules,E8 Mid-Heels",TRUE,Color,Not set,,,,,,,,100,deny,manual,87.50,87.50,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/5oXo2YUe0i34rQ7FvaTsVR/e837055ff197c9bacb3a797629a83983/e8-iosefa-black-mules-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,87.50,87.50,87.50,active
indra-walnut-raffia-mid-heels,Indra Walnut Raffia Mid-Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"E8 Court Shoes,E8 New Arrivals,E8 Flats",TRUE,Color,Brown,,,,,,,,100,deny,manual,91.00,91.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/4flr1Z2E0ahCw8gxnZPVNA/6c7ee10d1583b1e7462bf196f47f5a8e/e8-indira-walnut-mid-heels-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,91.00,91.00,91.00,active
indra-sand-raffia-mid-heels,Indra Sand Raffia Mid-Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"E8 Court Shoes,E8 New Arrivals,E8 Flats",TRUE,Color,Natural,,,,,,,,100,deny,manual,91.00,91.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/2kDrlIzD0l5apwmzpgtNRU/d27638af29e0ec2711a6d2a9d4a75181/e8-indira-sand-raffia-mid-heels-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,91.00,91.00,91.00,active
eivissa-black-woven-leather-heels,Eivissa Black Woven Leather Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Mid-Heels,Court Shoes",TRUE,Color,Black,,,,,,,,100,deny,manual,168.00,168.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/1bwhTnnNBGhQCeOuMclKyE/cbed7f08b7a30d5209d6cbcfac92436f/miista-eivissa-black-mid-heels-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,168.00,168.00,168.00,active
harper-sage-almond-leather-mid-heels,Harper Sage Almond Leather Mid-Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"E8 Mules,E8 Flats,E8 New Arrivals",TRUE,Color,White,,,,,,,,100,deny,manual,87.50,87.50,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/7F3gEp41dv1i2WsMinY7Ya/6df447f677694cb7dde201b03707ec5f/e8-harper-sage-almond-sandals-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,87.50,87.50,87.50,active
harper-sage-almond-leather-mid-heels,Harper Sage Almond Leather Mid-Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"E8 Mules,E8 Flats,E8 New Arrivals",TRUE,Color,Green,,,,,,,,100,deny,manual,87.50,87.50,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/7F3gEp41dv1i2WsMinY7Ya/6df447f677694cb7dde201b03707ec5f/e8-harper-sage-almond-sandals-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,87.50,87.50,87.50,active
harper-ecru-nubuck-leather-mid-heels,Harper Ecru Nubuck Leather Mid-Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"E8 Flats,E8 Mules,E8 New Arrivals",TRUE,Color,Natural,,,,,,,,100,deny,manual,87.50,87.50,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/3KwZvA3MQgyGjE3txxv2vv/e0b8a42061b5f5bd785467fa5a498028/e8-harper-ecru-sandals-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,87.50,87.50,87.50,active
emma-ecru-nubuck-leather-boots,Emma Ecru Nubuck Leather Boots,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"E8 Mid-Heels,E8 Ankle Boots",TRUE,Color,White,,,,,,,,100,deny,manual,140.00,140.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/6Ey4QgquyKs0gkAx82fR5E/5dc0a8157edd430689a9bced1e069907/e8-emma-ecru-nubuck-mid-heels-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,140.00,140.00,140.00,active
