Handle,Title,Body (HTML),Vendor,Standardized Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
joanne-clay-croc-leather-sandals,Joanne Clay Croc Leather Sandals,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Sandals,High-Heels,New Arrivals",TRUE,Color,Brown,,,,,,,,100,deny,manual,203.00,203.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/3QJZkgBbAZZcn0vZiF4eB9/beeb3afc8738c4e2bd1a618efc8cead2/miista-joanne-clay-croc-heels-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,203.00,203.00,203.00,active
lynley-clay-croc-leather-sandals,Lynley Clay Croc Leather Sandals,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Sandals,Mid-Heels,New Arrivals",TRUE,Color,Brown,,,,,,,,100,deny,manual,182.00,182.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/7amTXEuw3zFiHIHPHnq1XI/a9f6d54c61413aaa157d87ab6ac5ca73/miista-lynley-clay-croc-mules-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,182.00,182.00,182.00,active
loirane-parchment-woven-leather-heels,Loirane Parchment Woven Leather Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Court Shoes,Mid-Heels,New Arrivals",TRUE,Color,White,,,,,,,,100,deny,manual,182.00,182.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/4tCkjQY8e4ajYdgnRfdjQ4/3e1671cfdb685daf478d023107ecdf06/miista-lorraine-parchment-mid-heels-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,182.00,182.00,182.00,active
canar-brick-leather-heels,Canar Brick Leather Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Mid-Heels,Court Shoes,New Arrivals",TRUE,Color,Brown,,,,,,,,100,deny,manual,157.50,157.50,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/3whC9B8RFdhzyHGPuAIrSS/2857409e863ff7f3925d4a4cd9229c25/miista-canar-brick-heels-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,157.50,157.50,157.50,active
carissa-sand-towel-sandals,Carissa Sand Towel Sandals,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Sandals,Mid-Heels,New Arrivals,Mules",TRUE,Color,Natural,,,,,,,,100,deny,manual,182.00,182.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/7II3a1kL619wIqpkAC55U/9a587fe651d3166a91930a133824dab2/miista-carissa-sand-towel-mules-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,182.00,182.00,182.00,active
dita-goldenrod-leather-brogues,Dita Goldenrod Leather Brogues,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Brogues,Flats,New Arrivals",TRUE,Color,Natural,,,,,,,,100,deny,manual,199.50,199.50,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/7rZQGdybrbrQ9xEo5vXdqX/82bdf21bc1052b797f5d42457f4aff5f/miista-dita-goldenrod-brogues-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,199.50,199.50,199.50,active
noa-brick-woven-raffia-mid-heels,Noa Brick Woven Raffia Mid-Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Court Shoes,Mid-Heels",TRUE,Color,Brown,,,,,,,,100,deny,manual,157.50,157.50,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/3E10HVEHKuizf9nBHTb85q/b0d80140b5c71447fba1efb3ace68c77/miista-noa-brick-woven-mid-heels-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,157.50,157.50,157.50,active
caroline-black-stone-olive-woven-leather-boots,Caroline Black Stone Olive Woven Leather Boots,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Tall Boots,Mid-Heels,New Arrivals",TRUE,Color,Black,,,,,,,,100,deny,manual,364.00,364.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/4jATSE701cJXThcguIcLy8/ee3460b837c92a0a0c6998b466222138/miista-caroline-stone-olive-black-boots-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,364.00,364.00,364.00,active
myriam-queenlux-honey-leather-sandals,Myriam Queenlux Honey Leather Sandals,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Sandals,New Arrivals ,Mid-Heels",TRUE,Color,Yellow,,,,,,,,100,deny,manual,182.00,182.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/19bFRm1oEb8R9MtzDainIN/c63705e6b3b13011cff310099cab8078/miista-myriam-queenlux-honey-sandals-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,182.00,182.00,182.00,active
taissa-neon-orange-leather-mid-heels,Taissa Neon Orange Leather Mid-Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Court Shoes,Mid-Heels",TRUE,Color,Orange,,,,,,,,100,deny,manual,157.50,157.50,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/4aOEp2k1it1kF0ZSQBC7I7/9bf1faee6d656615b7ae542b2069543f/miista-taissa-fluor-orange-mid-heels-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,157.50,157.50,157.50,active
acadia-black-stretch-lycra-sandals,Acadia Black Stretch Lycra Sandals,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"High-Heels,Sandals,New Arrivals,Mules",TRUE,Color,Black,,,,,,,,100,deny,manual,203.00,203.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/4n42LcD7VJbJ2NCvQvY5XA/10c02289039b70f6633a9dcacb7c8ecc/miista-acadia-black-stretch-heels-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,203.00,203.00,203.00,active
lynley-black-leather-sandals,Lynley Black Leather Sandals,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Sandals,Mid-Heels,New Arrivals",TRUE,Color,Black,,,,,,,,100,deny,manual,182.00,182.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/oppgk4YxNT6jnvhgI14Kp/96719e6b8c23bcc7de2f71e92cfdaafe/miista-lynley-black-nappa-mules-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,182.00,182.00,182.00,active
nevya-black-russet-mix-leather-mid-heels,Nevya Black Russet Mix Leather Mid-Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Mules,Mid-Heels,New Arrivals",TRUE,Color,Black,,,,,,,,100,deny,manual,164.50,164.50,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/1qOwSH4qn0U8t5IrXYnvj3/594fee2c9e616fa429822408ad68e32e/miista-nevya-black-russet-mules-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,164.50,164.50,164.50,active
nyla-parchment-nappa-leather-flats,Nyla Parchment Nappa Leather Flats,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Mules,Mid-Heels,New Arrivals",TRUE,Color,Natural,,,,,,,,100,deny,manual,157.50,157.50,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/6Tq7Ih2a6NkflGaKOH5iFP/4fa3668a9de371e84792f91f8574249e/miista-nyla-parchment-mules-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,157.50,157.50,157.50,active
justyna-white-patent-leather-mules,Justyna White Patent Leather Mules,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Outlet,High-Heels",TRUE,Color,White,,,,,,,,100,deny,manual,145.00,145.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/3pVH1JTKSLykd99hoX6jzR/f3fda5d277f366638905b5ccaf3c712e/miista-justyna-white-patent-heels-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,145.00,145.00,145.00,active
lynley-queenlux-tangerine-snake-leather-sandals,Lynley Queenlux Tangerine Snake Leather Sandals,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Sandals,New Arrivals,Mid-Heels",TRUE,Color,Orange,,,,,,,,100,deny,manual,182.00,182.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/3e6K1YgJegsCUePRyH1bAj/8a5f2a7c1e3088e0ffaff1632cabf17f/miista-lynley-queenlux-tangerine-mules-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,182.00,182.00,182.00,active
carissa-black-towel-sandals,Carissa Black Towel Sandals,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Sandals,New Arrivals,Mules,Mid-Heels",TRUE,Color,Black,,,,,,,,100,deny,manual,182.00,182.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/3ivTFTAfXiZPhM5hfTmk44/95f6f6c42c82cf19e37e22a361865e02/miista-carissa-black-towel-sandals-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,182.00,182.00,182.00,active
eleri-chenywood-nappa-leather-flats,Eleri Chenywood Nappa Leather Flats,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Loafers,Flats,New Arrivals",TRUE,Color,Brown,,,,,,,,100,deny,manual,157.50,157.50,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/7dKSQ42CkY4WGx3X9OpjAv/82d21435af2247e8539c76dab3327069/miista-eleri-chenywood-flats-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,157.50,157.50,157.50,active
jourdan-chenywood-nappa-leather-heels,Jourdan Chenywood Nappa Leather Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Court Shoes,Mid-Heels,New Arrivals",TRUE,Color,Brown,,,,,,,,100,deny,manual,168.00,168.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/WPWiYaXpMVFnhJt0HZQnQ/cbeaea004c04a66b0822b10a625051e1/miista-jourdan-chenywood-nappa-mid-heels-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,168.00,168.00,168.00,active
wendy-salt-towel-sandals,Wendy Salt Towel Sandals,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Sandals,New Arrivals,Mid-Heels",TRUE,Color,Natural,,,,,,,,100,deny,manual,182.00,182.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/2yjnToLqo0aDFmwfxb8YKA/657be44767a24d52ba7f9bbea71b8d9c/miista-wendy-salt-towel-mules-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,182.00,182.00,182.00,active
marina-parchment-woven-leather-heels,Marina Parchment Woven Leather Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Court Shoes,Mid-Heels,New Arrivals",TRUE,Color,White,,,,,,,,100,deny,manual,157.50,157.50,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/5Qp2AZZTBSONZxeyZ47NAB/e82fee8cf7fe80b266470990867bea63/miista-marina-parchment-heels-8.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,157.50,157.50,157.50,active
erica-parchment-woven-leather-mules,Erica Parchment Woven Leather Mules,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Mules,Flats,New Arrivals",TRUE,Color,Grey,,,,,,,,100,deny,manual,168.00,168.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/5D65llgY14BEQv2KQxlcAl/718c25f69aa731c29e43356cafbe242e/miista-erica-parchment-mules-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,168.00,168.00,168.00,active
araxie-silver-woven-leather-mules,Araxie Silver Woven Leather Mules,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Mules,Mid-Heels,New Arrivals",TRUE,Color,Silver,,,,,,,,100,deny,manual,182.00,182.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/2fgSnEDpZvdldGWalfz6vB/d23517e3cbde3bb7137a2e6f4078e59c/miista-araxie-silver-mules-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,182.00,182.00,182.00,active
sally-crab-leather-sandals,Sally Crab Leather Sandals,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Sandals,High-Heels,New Arrivals",TRUE,Color,White,,,,,,,,100,deny,manual,260.00,260.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/gALHZnxTNUM6MaknAlV7b/3418c619fe2ebe0a9efa117e6a0564dd/miista-sally-crab-sandals-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,260.00,260.00,260.00,active
sage-navy-patent-leather-heels,Sage Navy Patent Leather Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Sandals,High-Heels,New Arrivals",TRUE,Color,Blue,,,,,,,,100,deny,manual,240.00,240.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/6puGeUjoED7I7CTxyqm8H1/f32990ee4561190bccc1d595bf2af986/miista-sage-navy-patent-heels-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,240.00,240.00,240.00,active
sage-crab-patent-leather-heels,Sage Crab Patent Leather Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Sandals,High-Heels,New Arrivals",TRUE,Color,Red,,,,,,,,100,deny,manual,240.00,240.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/2BvKyTBGgd33N5dmWOsbnD/4b713d6243f4bed47ad0791ca0d4c6f2/miista-sage-crab-patent-heels-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,240.00,240.00,240.00,active
macy-black-leather-slip-on-boots,Macy Black Leather Slip-On Boots,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Outlet,Mid-Heels",TRUE,Color,Black,,,,,,,,100,deny,manual,175.00,175.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/5eepdSvSMjfNeXmlKrvCES/da37915c0cc022a945f8c33011e88745/miista-macy-black-boots-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,175.00,175.00,175.00,active
cybil-black-florentique-leather-boots,Cybil Black Florentique Leather Boots,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Outlet,Mid-Heels",TRUE,Color,Black,,,,,,,,100,deny,manual,137.50,137.50,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/6qXDrEPjP0EwIVUAFwh97Z/8baae22c0e2919905885b0df7bc7cf5d/miista-cybil-black-florentique-boots-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,137.50,137.50,137.50,active
katerina-tan-croc-leather-boots,Katerina Tan Croc Leather Boots,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Outlet,Mid-Heels",TRUE,Color,Natural,,,,,,,,100,deny,manual,495.00,495.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/Y5ONhSUNbBLUyGcWwMy9c/46009947031c106c56f648cfc05e5cac/miista-katerina-tan-croc-boots-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,495.00,495.00,495.00,active
liza-tan-croc-leather-boots,Liza Tan Croc Leather Boots,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Outlet,Mid-Heels",TRUE,Color,Natural,,,,,,,,100,deny,manual,187.50,187.50,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/TC30it79bcXP0PbI8qqUU/a1c460a86acf04f16ca3ccc93d6f4440/miista-liza-tan-croc-boots-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,187.50,187.50,187.50,active
bedra-beige-suede-tech-sneakers,Bedra Beige Suede Tech Sneakers,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Outlet,Flats",TRUE,Color,Natural,,,,,,,,100,deny,manual,130.00,130.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/7uRCVlg74FMDX33CgurvJT/352e5d49fc7cb9008753c8524f6f2020/miista-bedra-acid-red-nylon-tech-sneaker-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,130.00,130.00,130.00,active
liza-black-nappa-leather-boots,Liza Black Nappa Leather Boots,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Outlet,Mid-Heels",TRUE,Color,Black,,,,,,,,100,deny,manual,187.50,187.50,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/YqARhbaKTkFb5cXX5Rk8N/95d3ff54d5101a96c86766082009b68d/miista-liza-black-boots-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,187.50,187.50,187.50,active
driska-black-woven-leather-sneakers,Driska Black Woven Leather Sneakers,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Outlet,Flats",TRUE,Color,Black,,,,,,,,100,deny,manual,199.50,199.50,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/1BRIuq4K7SvZG31y7Ddcej/230da12d1c03a3c5474b153f1ac6c50c/miista-driska-black-sneakers-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,199.50,199.50,199.50,active
dita-black-nappa-leather-brogues,Dita Black Nappa Leather Brogues,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Outlet,Flats",TRUE,Color,Black,,,,,,,,100,deny,manual,199.50,199.50,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/25RglvL71XCJ3S2CEeTYA7/c6c71ebb8644cc2c3f5e8e4825121176/miista-dita-black-nappa-brogues-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,199.50,199.50,199.50,active
liza-white-croc-leather-boots,Liza White Croc Leather Boots,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Outlet,Mid-Heels",TRUE,Color,White,,,,,,,,100,deny,manual,187.50,187.50,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/4FrSZ8odPOEHXxkrV1dhYG/03f7f0524f89c727646d78aae966ac76/miista-liza-white-croc-boots-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,187.50,187.50,187.50,active
bedra-white-leather-suede-sneakers,Bedra White Leather Suede Sneakers,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Outlet,Flats",TRUE,Color,White,,,,,,,,100,deny,manual,130.00,130.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/7rXKtKRMsakRcCpu65Jh6R/f8e3377930a895665e352e280479cd19/miista-bedra-white-sneakers-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,130.00,130.00,130.00,active
alice-royal-blue-leather-mid-heels,Alice Royal Blue Leather Mid-Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Outlet,Mid-Heels",TRUE,Color,Blue,,,,,,,,100,deny,manual,110.00,110.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/EQ8DzdCEb6Tfw1dKYupb7/0bd1f76b453514e71c9111cf740e6b7c/miista-alice-royal-blue-kitten-heel-4.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,110.00,110.00,110.00,active
alice-royal-plain-blue-leather-mid-heels,Alice Royal Plain Blue Leather Mid-Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Outlet,Mid-Heels",TRUE,Color,Blue,,,,,,,,100,deny,manual,110.00,110.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/1pdkWHX7QOQr7m1o7DunqY/17ad1b13942090cc2e4e337cbd4d2f82/miista-alice-royal-blue-plain-mid-heels-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,110.00,110.00,110.00,active
caterina-neon-orange-nubuck-suede-sandals,Caterina Neon Orange Nubuck Suede Sandals,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Outlet,Mid-Heels",TRUE,Color,Orange,,,,,,,,100,deny,manual,100.00,100.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/2EG10wZz2Noh45NNMCPDkM/ba8183f77bc330a89ea947cd56d96ece/miista-caterina-orange-neon-mules-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,100.00,100.00,100.00,active
cele-acid-red-leather-heels,Cele Acid Red Leather Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Outlet,High-Heels",TRUE,Color,Red,,,,,,,,100,deny,manual,147.50,147.50,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/76kX7seLbcaWHNKGdRbhAQ/0cc85e6d45d932796894e42c9e40f686/miista-cele-acid-red-mules-4.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,147.50,147.50,147.50,active
eivissa-techno-brown-mix-leather-heels,Eivissa Techno Brown Mix Leather Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Outlet,Mid-Heels",TRUE,Color,Brown,,,,,,,,100,deny,manual,120.00,120.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/VgLZPBwHF6qKtmTwzBDpD/294854021323153a24cd68d0226c0a39/miista-eivissa-techno-brown-mix-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,120.00,120.00,120.00,active
adina-brown-patent-leather-heels,Adina Brown Patent Leather Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Outlet,Mid-Heels",TRUE,Color,Brown,,,,,,,,100,deny,manual,140.00,140.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/7juSSPi9bvzlWg3enhtuuO/43e668adae32ddea28d458b84e9c3b2f/miista-adina-dark-brown-patent-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,140.00,140.00,140.00,active
macy-bottle-green-leather-slip-on-boots,Macy Bottle Green Leather Slip-On Boots,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Outlet,Mid-Heels",TRUE,Color,Green,,,,,,,,100,deny,manual,175.00,175.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/6oTNYAsAvxtvi818VZKYsq/493972fed5324f769d78ed97091b290f/miista-macy-bottle-green-boots-4.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,175.00,175.00,175.00,active
zelie-mahogany-croc-leather-boots,Zelie Mahogany Croc Leather Boots,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Outlet,Mid-Heels",TRUE,Color,Brown,,,,,,,,100,deny,manual,147.50,147.50,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/7Iowqy97uPbTNYo0UboDM5/b515b14b77de7f0eab3c373dec2ad1c3/miista-zelie-mahogany-croc-boots-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,147.50,147.50,147.50,active
constance-mahogany-croc-leather-mid-heels,Constance Mahogany Croc Leather Mid-Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Outlet,Mid-Heels",TRUE,Color,Brown,,,,,,,,100,deny,manual,120.00,120.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/67ChnrytwWauVtQPCkkB09/948822cc8691fb9eb4cd615be121fc0f/miista-constance-mahogany-croc-mid-heels-4.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,120.00,120.00,120.00,active
bernadette-mahogany-croc-leather-mid-heels,Bernadette Mahogany Croc Leather Mid-Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Outlet,Mid-Heels",TRUE,Color,Brown,,,,,,,,100,deny,manual,115.00,115.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/3tQ1DMb1OnE3oACmwC3EIQ/50103bc2719f050c233e51f94bfcf618/miista-bernadette-mahogany-croc-leather-mid-heels-4.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,115.00,115.00,115.00,active
bernadette-citrine-snake-leather-mid-heels,Bernadette Citrine Snake Leather Mid-Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Outlet,Mid-Heels",TRUE,Color,Brown,,,,,,,,100,deny,manual,115.00,115.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/2T49fHhEz4fHuI8o9ZlHIa/bc7519fe87587db414aebf3f3583e769/miista-bernadette-citrine-snake-mid-heels-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,115.00,115.00,115.00,active
cele-black-leather-mules,Cele Black Leather Mules,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Mules,High-Heels",TRUE,Color,Black,,,,,,,,100,deny,manual,145.00,145.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/5aD0gkr1WmuZ4NYFHITDIV/86a121f04475499c30beda60fcb10995/miista-cele-black-leather-mules-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,145.00,145.00,145.00,active
cele-black-snake-leather-mules,Cele Black Snake Leather Mules,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Outlet,High-Heels",TRUE,Color,Black,,,,,,,,100,deny,manual,147.50,147.50,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/lLKtgOCa6TjUeioDTPBXb/5906b9c8afb925c69d2f9e8c59fb6f8f/miista-cele-black-snake-mules-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,147.50,147.50,147.50,active
constance-bottle-green-leather-mid-heels,Constance Bottle Green Leather Mid-Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Outlet,Mid-Heels",TRUE,Color,Black,,,,,,,,100,deny,manual,120.00,120.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/6GFU2z0ElhY3SK2z8lg0Nc/f342e65bc2c3571d457ddcfc966d7e5a/miista-constance-bottle-green-mid-boot-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,120.00,120.00,120.00,active
cesca-black-leather-flats,Cesca Black Leather Flats,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Outlet,Flats",TRUE,Color,Black,,,,,,,,100,deny,manual,105.00,105.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/0g8CSc1SnvunoRicN49Tc/5442396409bbb85a7a0c271eb62b58b3/miista-cesca-black-mid-heels-4.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,105.00,105.00,105.00,active
cesca-night-blue-nappa-leather-flats,Cesca Night Blue Nappa Leather Flats,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Outlet,Flats",TRUE,Color,Black,,,,,,,,100,deny,manual,112.50,112.50,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/5YXvk0dob3YE13t2EEIoAg/c331efa209021dc652dfae38fcc9ccc7/miista-cesca-night-blue-nappa-flats-4.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,112.50,112.50,112.50,active
inga-cognac-nappa-leather-boots,Inga Cognac Nappa Leather Boots,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Outlet,Mid-Heels",TRUE,Color,Brown,,,,,,,,100,deny,manual,495.00,495.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/OoGbejVLVB16OjnoEyP6Y/4693b3ee2f7844d54a82ab0922a2d07f/miista-inga-cognac-leather-boots-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,495.00,495.00,495.00,active
